codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
003114;Paruzzaro;Paruzzaro;;28040;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G349;45,7486889;8,5133252;5,6135
003115;Pella;Pella;;28010;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G421;45,7970766;8,3831702;7,7694
003116;Pettenasco;Pettenasco;;28028;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G520;45,8173284;8,4085679;7,1942
003119;Pisano;Pisano;;28010;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G703;45,7935374;8,5104159;2,8922
003120;Pogno;Pogno;;28076;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G775;45,7566695;8,3831012;9,8605
003121;Pombia;Pombia;;28050;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;G809;45,6491038;8,6327453;12,3859
003122;"Prato Sesia";"Prato Sesia";;28077;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H001;45,6478623;8,3737385;12,2305
003129;Recetto;Recetto;;28060;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H213;45,4609596;8,4365359;9,0822
003130;"Romagnano Sesia";"Romagnano Sesia";;28078;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H502;45,6333932;8,3826912;17,9490
003131;Romentino;Romentino;;28068;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;H518;45,4626025;8,7208650;17,7772
003133;"San Maurizio d'Opaglio";"San Maurizio d'Opaglio";;28017;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I025;45,7723901;8,3910007;8,4610
003134;"San Nazzaro Sesia";"San Nazzaro Sesia";;28060;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I052;45,4380942;8,4235444;11,3737
003135;"San Pietro Mosezzo";"San Pietro Mosezzo";;28060;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I116;45,4556397;8,5434353;34,8030
003138;Sillavengo;Sillavengo;;28064;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I736;45,5204214;8,4404986;9,1604
003139;Sizzano;Sizzano;;28070;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I767;45,5773308;8,4373053;10,9443
003140;Soriso;Soriso;;28010;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I857;45,7424197;8,4091416;6,1498
003141;Sozzago;Sozzago;;28060;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;I880;45,3979676;8,7209912;13,4797
003143;Suno;Suno;;28019;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L007;45,6311547;8,5409006;21,2711
003144;Terdobbiate;Terdobbiate;;28070;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L104;45,3763443;8,6951047;7,7604
003146;Tornaco;Tornaco;;28070;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L223;45,3574195;8,7179151;13,7920
003149;Trecate;Trecate;;28069;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L356;45,4318269;8,7349776;37,9150
003153;"Vaprio d'Agogna";"Vaprio d'Agogna";;28010;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L668;45,6035576;8,5540248;10,1099
003154;"Varallo Pombia";"Varallo Pombia";;28040;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L670;45,6671991;8,6334322;13,5682
003158;Vespolate;Vespolate;;28079;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L808;45,3495042;8,6690243;17,4498
003159;Vicolungo;Vicolungo;;28060;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;L847;45,4788013;8,4612454;13,3200
003164;Vinzaglio;Vinzaglio;;28060;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M062;45,3236605;8,5183846;15,6729
003166;Gattico-Veruno;Gattico-Veruno;;28013;NO;Novara;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;M416;45,7090414;8,5204495;26,5321
004001;Acceglio;Acceglio;;12021;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A016;44,4757747;6,9911262;152,0810
004002;Aisone;Aisone;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A113;44,3134963;7,2208087;36,9898
004003;Alba;Alba;;12051;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A124;44,7010636;8,0358650;53,7113
004004;"Albaretto della Torre";"Albaretto della Torre";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A139;44,5958525;8,0640777;4,6097
004005;Alto;Alto;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A238;44,1082408;8,0035104;7,5296
004006;Argentera;Argentera;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A394;44,3795647;6,9693790;76,0215
004007;Arguello;Arguello;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A396;44,5829453;8,1107105;4,7916
004008;Bagnasco;Bagnasco;;12071;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A555;44,3020108;8,0425744;30,9954
004009;"Bagnolo Piemonte";"Bagnolo Piemonte";;12031;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A571;44,7599564;7,3153725;63,4930
004010;"Baldissero d'Alba";"Baldissero d'Alba";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A589;44,7586894;7,9155818;15,4448
004011;Barbaresco;Barbaresco;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A629;44,7255261;8,0805074;7,6128
004012;Barge;Barge;;12032;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A660;44,7252317;7,3236942;82,0170
004013;Barolo;Barolo;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A671;44,6099777;7,9418227;5,6069
004014;"Bastia Mondovì";"Bastia Mondovì";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A709;44,4413431;7,8933181;12,6425
004015;Battifollo;Battifollo;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A716;44,3191918;8,0095719;10,6043
004016;Beinette;Beinette;;12081;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A735;44,3656422;7,6457490;17,6390
004017;Bellino;Bellino;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A750;44,5807274;7,0147325;61,8409
004018;"Belvedere Langhe";"Belvedere Langhe";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A774;44,4945899;7,9740884;4,9681
004019;"Bene Vagienna";"Bene Vagienna";;12041;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A779;44,5451996;7,8328219;48,5310
004020;Benevello;Benevello;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A782;44,6281561;8,1057596;5,1069
004021;Bergolo;Bergolo;;12074;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A798;44,5479773;8,1835731;3,3315
004022;Bernezzo;Bernezzo;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A805;44,3885948;7,4353252;26,3678
004023;Bonvicino;Bonvicino;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;A979;44,5036408;8,0158248;7,2694
004024;Borgomale;Borgomale;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B018;44,6203380;8,1328266;8,3663
004025;"Borgo San Dalmazzo";"Borgo San Dalmazzo";;12011;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B033;44,3287307;7,4875792;21,8426
004026;Bosia;Bosia;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B079;44,6025463;8,1462310;5,6089
004027;Bossolasco;Bossolasco;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B084;44,5267619;8,0575084;14,5140
004028;Boves;Boves;;12012;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B101;44,3297580;7,5516836;50,9798
004029;Bra;Bra;;12042;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B111;44,6981854;7,8546811;59,1398
004030;Briaglia;Briaglia;;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B167;44,3950610;7,8769069;6,2152
004031;"Briga Alta";"Briga Alta";;18025;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B175;44,0832339;7,7508240;51,5907
004032;Brondello;Brondello;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B200;44,6013397;7,4078098;10,4004
004033;Brossasco;Brossasco;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B204;44,5701756;7,3609686;27,4783
004034;Busca;Busca;;12022;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B285;44,5135354;7,4734820;75,9217
004035;Camerana;Camerana;;12072;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B467;44,4226636;8,1407764;23,8283
004037;Canale;Canale;;12043;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B573;44,7971679;7,9914244;18,0694
004038;Canosio;Canosio;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B621;44,4552894;7,0813641;48,1419
004039;Caprauna;Caprauna;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B692;44,1158460;7,9548871;11,6542
004040;Caraglio;Caraglio;;12023;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B719;44,4176825;7,4275651;41,7194
004041;"Caramagna Piemonte";"Caramagna Piemonte";;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B720;44,7804338;7,7411636;26,5793
004042;Cardè;Cardè;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B755;44,7441377;7,4782657;19,3187
004043;Carrù;Carrù;;12061;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B841;44,4785513;7,8802367;26,1288
004044;Cartignano;Cartignano;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B845;44,4769253;7,2878915;7,0717
004045;Casalgrasso;Casalgrasso;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;B894;44,8193516;7,6251596;18,0834
004046;Castagnito;Castagnito;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C046;44,7565100;8,0300963;6,8008
004047;Casteldelfino;Casteldelfino;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C081;44,5909842;7,0690308;33,7955
004049;"Castelletto Stura";"Castelletto Stura";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C165;44,4441955;7,6390663;16,9538
004050;"Castelletto Uzzone";"Castelletto Uzzone";;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C167;44,4943580;8,1886150;15,3489
004051;"Castellinaldo d'Alba";"Castellinaldo d'Alba";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C173;44,7754860;8,0316605;7,7364
004052;"Castellino Tanaro";"Castellino Tanaro";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C176;44,4277301;7,9818733;11,3123
004053;Castelmagno;Castelmagno;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C205;44,4092292;7,2124112;49,5434
004054;"Castelnuovo di Ceva";"Castelnuovo di Ceva";;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C214;44,3549053;8,1277030;6,4356
004055;"Castiglione Falletto";"Castiglione Falletto";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C314;44,6233151;7,9790685;4,6381
004056;"Castiglione Tinella";"Castiglione Tinella";;12053;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C317;44,7260957;8,1894800;11,6647
004057;Castino;Castino;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C323;44,6170564;8,1812254;15,6624
004058;Cavallerleone;Cavallerleone;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C375;44,7395794;7,6628412;17,0667
004059;Cavallermaggiore;Cavallermaggiore;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C376;44,7078749;7,6877385;51,4346
004060;"Celle di Macra";"Celle di Macra";;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C441;44,4825401;7,1796819;31,4892
004061;Centallo;Centallo;;12044;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C466;44,5008919;7,5869249;42,9514
004062;"Ceresole Alba";"Ceresole Alba";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C504;44,7994688;7,8206197;37,0167
004063;"Cerretto Langhe";"Cerretto Langhe";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C530;44,5743611;8,0978133;9,8675
004064;Cervasca;Cervasca;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C547;44,3829408;7,4682686;17,3521
004065;Cervere;Cervere;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C550;44,6346754;7,7931627;18,7175
004066;Ceva;Ceva;;12073;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C589;44,3861728;8,0351954;43,3937
004067;Cherasco;Cherasco;;12062;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C599;44,6522131;7,8582499;81,4092
004068;"Chiusa di Pesio";"Chiusa di Pesio";;12013;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C653;44,3247041;7,6779404;95,3486
004069;Cigliè;Cigliè;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C681;44,4353702;7,9263117;5,5302
004070;Cissone;Cissone;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C738;44,5630441;8,0305312;6,1316
004071;Clavesana;Clavesana;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;C792;44,4821466;7,9120654;16,7154
004072;"Corneliano d'Alba";"Corneliano d'Alba";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D022;44,7354899;7,9613258;9,8369
004073;Cortemilia;Cortemilia;;12074;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D062;44,5809003;8,1919263;24,9015
004074;"Cossano Belbo";"Cossano Belbo";;12054;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D093;44,6690265;8,1986566;20,5029
004075;"Costigliole Saluzzo";"Costigliole Saluzzo";;12024;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D120;44,5646197;7,4850170;15,4026
004076;Cravanzana;Cravanzana;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D133;44,5731485;8,1282172;8,4434
004077;Crissolo;Crissolo;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D172;44,6990019;7,1572847;52,0100
004078;Cuneo;Cuneo;;12100;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;SI;D205;44,3932959;7,5512277;119,5699
004079;Demonte;Demonte;;12014;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D271;44,3153331;7,2975503;126,8543
004080;"Diano d'Alba";"Diano d'Alba";;12055;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D291;44,6514464;8,0276856;17,2948
004081;Dogliani;Dogliani;;12063;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D314;44,5299748;7,9449441;35,1562
004082;Dronero;Dronero;;12025;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D372;44,4674954;7,3630286;57,7901
004083;Elva;Elva;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D401;44,5397173;7,0896081;26,1606
004084;Entracque;Entracque;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D410;44,2407422;7,3977731;161,3023
004085;Envie;Envie;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D412;44,6818228;7,3721825;25,0875
004086;Farigliano;Farigliano;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D499;44,5117458;7,9170361;16,7514
004087;Faule;Faule;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D511;44,8054495;7,5806752;7,0536
004088;Feisoglio;Feisoglio;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D523;44,5433588;8,1042745;7,6907
004089;Fossano;Fossano;;12045;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D742;44,5493716;7,7248397;130,7838
004090;"Frabosa Soprana";"Frabosa Soprana";;12082;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D751;44,2872961;7,8066838;46,8188
004091;"Frabosa Sottana";"Frabosa Sottana";;12083;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D752;44,3020837;7,7983016;37,6853
004092;Frassino;Frassino;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D782;44,5713420;7,2757209;17,0534
004093;Gaiola;Gaiola;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D856;44,3352030;7,4068005;5,1262
004094;Gambasca;Gambasca;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D894;44,6293828;7,3475098;5,6600
004095;Garessio;Garessio;;12075;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D920;44,1971891;8,0300498;130,7008
004096;Genola;Genola;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;D967;44,5879574;7,6626001;13,8769
004097;Gorzegno;Gorzegno;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E111;44,5118324;8,1351125;13,4167
004098;Gottasecca;Gottasecca;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E115;44,4617130;8,1671339;13,4129
004099;Govone;Govone;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E118;44,8046803;8,0998171;19,2168
004100;"Grinzane Cavour";"Grinzane Cavour";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E182;44,6565548;7,9821516;3,9508
004101;Guarene;Guarene;;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E251;44,7377803;8,0336407;13,6770
004102;Igliano;Igliano;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E282;44,4434642;8,0124698;3,3426
004103;Isasca;Isasca;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E327;44,5870893;7,3814035;5,3427
004104;Lagnasco;Lagnasco;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E406;44,6246191;7,5552578;17,8690
004105;"La Morra";"La Morra";;12064;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E430;44,6373352;7,9334918;24,3295
004106;"Lequio Berria";"Lequio Berria";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E540;44,6045887;8,0976968;12,1741
004107;"Lequio Tanaro";"Lequio Tanaro";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E539;44,5603195;7,8836143;12,1645
004108;Lesegno;Lesegno;;12076;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E546;44,4012286;7,9665852;14,3992
004109;Levice;Levice;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E564;44,5376157;8,1566211;15,9597
004110;"Limone Piemonte";"Limone Piemonte";;12015;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E597;44,2013522;7,5760457;71,6276
004111;Lisio;Lisio;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E615;44,3066638;7,9797521;8,4074
004112;Macra;Macra;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E789;44,4998778;7,1792259;24,4888
004113;"Magliano Alfieri";"Magliano Alfieri";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E809;44,7664785;8,0678110;9,4924
004114;"Magliano Alpi";"Magliano Alpi";;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E808;44,4581287;7,7995736;33,6321
004115;Mango;Mango;;12056;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E887;44,6845446;8,1503795;20,1220
004116;Manta;Manta;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E894;44,6142723;7,4863262;11,9254
004117;Marene;Marene;;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E939;44,6613564;7,7289334;28,5591
004118;Margarita;Margarita;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E945;44,4025411;7,6868558;11,4521
004119;Marmora;Marmora;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E963;44,4575197;7,0944606;40,6877
004120;Marsaglia;Marsaglia;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E973;44,4522811;7,9830170;13,0508
004121;"Martiniana Po";"Martiniana Po";;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;E988;44,6263906;7,3663226;13,2245
004122;Melle;Melle;;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F114;44,5623409;7,3206087;28,1287
004123;Moiola;Moiola;;12010;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F279;44,3196828;7,3888555;15,1219
004124;Mombarcaro;Mombarcaro;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F309;44,4677434;8,0863646;20,0574
004125;Mombasiglio;Mombasiglio;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F312;44,3633555;7,9697961;17,8159
004126;"Monastero di Vasco";"Monastero di Vasco";;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F326;44,3400640;7,8228866;17,3722
004127;"Monasterolo Casotto";"Monasterolo Casotto";;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F329;44,3307547;7,9410501;8,0299
004128;"Monasterolo di Savigliano";"Monasterolo di Savigliano";;12030;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F330;44,6861988;7,6208212;15,0612
004129;Monchiero;Monchiero;;12060;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F338;44,5730028;7,9180610;4,8683
004130;Mondovì;Mondovì;;12084;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F351;44,3871333;7,8197531;86,1753
004131;Monesiglio;Monesiglio;;12077;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F355;44,4649004;8,1163577;12,9438
004132;"Monforte d'Alba";"Monforte d'Alba";;12065;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F358;44,5823416;7,9683934;25,8809
004133;Montà;Montà;;12046;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F385;44,8131026;7,9599368;27,2793
004134;"Montaldo di Mondovì";"Montaldo di Mondovì";;12080;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F405;44,3194434;7,8658339;24,0614
004135;"Montaldo Roero";"Montaldo Roero";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F408;44,7686105;7,9244268;11,6574
004136;Montanera;Montanera;;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F424;44,4619525;7,6655978;11,7175
004137;"Montelupo Albese";"Montelupo Albese";;12050;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F550;44,6230649;8,0463822;6,4253
004138;"Montemale di Cuneo";"Montemale di Cuneo";;12025;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F558;44,4376730;7,3727951;11,5131
004139;"Monterosso Grana";"Monterosso Grana";;12020;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F608;44,4088829;7,3238848;41,9880
004140;"Monteu Roero";"Monteu Roero";;12040;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F654;44,7802231;7,9309261;24,6826
004141;Montezemolo;Montezemolo;;12070;CN;Cuneo;Provincia;01;Piemonte;"statuto ordinario";Nord-ovest;NO;F666;44,3782997;8,1415717;7,4223
